Nome do Assistente que processou,CNPJ UFV,USINA/FILIAL,CLUSTER,PC,Nº DA NF ,FORNECEDOR,CNPJ - FORNECEDOR,TIPO  DE SERVIÇO PRESTADO,DATA DE EMISSAO - NF ,VALOR DA NF,DT DE INSERÇÃO DO PC,VENCIMENTO,DATA ENVIO AO FISCAL,DATA DE ESCRITURAÇÃO DO FISCAL,DATA QUE A NF FOI PAGA,STATUS DO LANÇAMENTO
NAUANY,41.738.810/0006-31,BURITIZEIRO,CENTRO,005638,4941,ELETRO EPI,05.021.211/0001-24,COMPRA : SENSOR,13/08/2025,220,24/07/2025,05/10/2025,25/08/2025,,,FINANCEIRO
NAUANY,34.182.074/0002-99,BOCAIUVA 4,CENTRO,001442,4940,ELETRO EPI,05.021.211/0001-24,COMPRA: REFLETOR,13/08/2025,83.71,24/07/2025,05/10/2025,25/08/2025,,,FINANCEIRO
NAUANY,34.183.614/0006-82,CORINTO 2,CENTRO,001621,4944,ELETRO EPI,05.021.211/0001-24,COMPRA: REFLETOR / SENSOR,13/08/2025,184.58,24/07/2025,05/10/2025,25/08/2025,,,FINANCEIRO
NAUANY,34.182.074/0003-70,BOCAIUVA 3,CENTRO,001441,4939,ELETRO EPI,05.021.211/0001-24,COMPRA: REFLETOR,13/08/2025,83.71,24/07/2025,05/10/2025,25/08/2025,,,FINANCEIRO
NAUANY,34.181.977/0007-60,CORINTO 1,CENTRO,001616,4943,ELETRO EPI,05.021.211/0001-24,COMPRA: REFLETOR / SENSOR,13/08/2025,184.58,24/07/2025,05/10/2025,25/08/2025,,,FINANCEIRO
NAUANY,41.738.810/0017-94,BURITIZEIRO 2,CENTRO,005639,4942,ELETRO EPI,05.021.211/0001-24,COMPRA : SENSOR,13/08/2025,220,24/07/2025,05/10/2025,25/08/2025,,,FINANCEIRO
NAUANY,42.385.610/0005-24,DIAMANTINA 1,CENTRO,004507,4945,ELETRO EPI,05.021.211/0001-24,COMPRA : SENSOR,13/08/2025,236.1,24/07/2025,05/10/2025,25/08/2025,,,FINANCEIRO
NAUANY,42.910.475/0005-99,CASSIA 1,SUL,005285,642150,LOJA ELETRICA LTDA,17.155.342/0012-36,COMPRA DE NOBREAK,13/08/2025,6402.6,11/08/2025,15/10/2025,19/08/2025,,,FINANCEIRO
NAUANY,34.181.977/0006-89,BOCAIUVA 1,CENTRO,001614,4937,ELETRO EPI,05.021.211/0001-24,COMPRA: REFLETOR / SENSOR,13/08/2025,142.73,24/07/2025,05/10/2025,25/08/2025,,,FINANCEIRO
THAUANY,34181977000689,MORI NEWCO I ,NORTE,1489,654624,PJ NEBLINA ,57158057000645,SERVIÇO DE ENTREGA,13/08/2025,924.88,13/08/2025,25/08/2025,13/08/2025,,,PAGO 
THAUANY,33877138000122,UFV Mirabela -,CENTRO,384,4948,ELETROEPI LTDA ,5021211000124,COMPRA DE EQUIPAMNETOS,13/08/2025,4513.75,13/08/2025,15/09/2025,26/08/2025,,,PAGO 
THAUANY,34183614000259,MORI MINAS NEWCO III,NORTE,1620,4950,ELETROEPI LTDA ,5021211000124,COMPRA DE EQUIPAMNETOS,13/08/2025,110.54,13/08/2025,15/09/2025,26/08/2025,,,PAGO 
THAUANY,34181977000255,MORI MINAS NEWCO I ,NORTE,1615,4949,ELETROEPI LTDA ,5021211000124,COMPRA DE EQUIPAMNETOS,13/08/2025,110.54,13/08/2025,15/09/2025,26/08/2025,,,PAGO 
THAUANY,42385610000877,MORI GERAÇÃO II,NORTE,4508,4946,ELETROEPI LTDA ,5021211000124,COMPRA DE EQUIPAMNETOS,13/08/2025,236.1,13/08/2025,15/09/2025,26/08/2025,,,PAGO 
THAUANY,34182074000531,MORI GERAÇÃO II,CENTRO,1443,4951,ELETROEPI LTDA ,5021211000124,COMPRA DE EQUIPAMNETOS,13/08/2025,110.54,13/08/2025,15/09/2025,26/08/2025,,,PAGO 
THAUANY,32760953000155,UFV LONTRA GERAÇÃO,CENTRO,323,4947,ELETROEPI LTDA ,5021211000124,COMPRA DE EQUIPAMNETOS,13/08/2025,4346.34,13/08/2025,15/09/2025,26/08/2025,,,PAGO 
THAUANY,34182074000450,MORI MINAS NEWCO II,NORTE,1440,4970,ELETROEPI LTDA ,5021211000124,COMPRA DE EQUIPAMNETOS,13/08/2025,2182.12,13/08/2025,15/09/2025,26/08/2025,,,PAGO 
THAUANY,29655359000189,UFV JANAUBA,CENTRO,127,4969,ELETROEPI LTDA ,5021211000124,COMPRA DE EQUIPAMNETOS,13/08/2025,921.14,13/08/2025,15/09/2025,26/08/2025,,,PAGO 
THAUANY,41738810002090,ESTRELA DO NORTE ,TRIANGULO,5636,4968,ELETROEPI LTDA ,5021211000124,COMPRA DE EQUIPAMNETOS,13/08/2025,103,13/08/2025,15/09/2025,26/08/2025,,,PAGO 
THAUANY,41738810001956,ESTRELA DO NORTE ,TRIANGULO,5634,4966,ELETROEPI LTDA ,5021211000124,COMPRA DE EQUIPAMNETOS,13/08/2025,103,13/08/2025,15/09/2025,26/08/2025,,,PAGO 
THAUANY,41738810002170,ESTRELA DO NORTE ,TRIANGULO,5635,4967,ELETROEPI LTDA ,5021211000124,COMPRA DE EQUIPAMNETOS,13/08/2025,103,13/08/2025,15/09/2025,26/08/2025,,,PAGO 
THAUANY,34461745000170,UFV FRANCISCO SÁ ,CENTRO,414,4963,ELETROEPI LTDA ,5021211000124,COMPRA DE EQUIPAMNETOS,13/08/2025,20570.9,13/08/2025,15/09/2025,26/08/2025,,,PAGO 
THAUANY,41738810000399,ESTRELA DO NORTE ,TRIANGULO,5632,4965,ELETROEPI LTDA ,5021211000124,COMPRA DE EQUIPAMNETOS,13/08/2025,103,13/08/2025,15/09/2025,26/08/2025,,,PAGO 
THAUANY,42385610000281,MORI GERAÇÃO II,TRIANGULO,4502,4964,ELETROEPI LTDA ,5021211000124,COMPRA DE EQUIPAMNETOS,13/08/2025,270.97,13/08/2025,15/09/2025,26/08/2025,,,PAGO 
THAUANY,34458863000129,UFV JANUARIA I ,NORTE,302108,4971,ELETROEPI LTDA ,5021211000124,COMPRA DE EQUIPAMNETOS,13/08/2025,7945.22,13/08/2025,15/09/2025,26/08/2025,,,PAGO 
ANDREY,53.599.0510/003-00,AREAL,NORDESTE,337,1695250,BUNZL EQUIPAMENTOS,43.854.777/0001-26,COMPRA DE EPC,14/08/2025,12290.08,09/10/2025,15/10/2025,10/10/2025,,,FISCAL
THAUANY,34181977000336,MORI MINAS NEWCO I ,TRIANGULO,1637,201,THIAGO ARISTOTELES ,21251066000120,TRANSPORTE COLETIVO,14/08/2025,14350,15/08/2025,05/09/2025,19/08/2025,,,PAGO 
THAUANY,34182074000450,MORI MINAS NEWCO II,TRIANGULO,1470,200,THIAGO ARISTOTELES ,21251066000120,TRANSPORTE COLETIVO,14/08/2025,14150,15/08/2025,05/09/2025,19/08/2025,,,PAGO 
THAUANY,24458863000129,UFV JANUARIA 1,NORTE,302112,203,THIAGO ARISTOTELES ,21251066000120,TRANSPORTE COLETIVO,14/08/2025,10600,15/08/2025,05/09/2025,19/08/2025,,,PAGO 
THAUANY,34461745000170,UFV FRANCISCO SÁ ,CENTRO,417,202,THIAGO ARISTOTELES ,21251066000120,TRANSPORTE COLETIVO,14/08/2025,8600,15/08/2025,05/09/2025,19/08/2025,,,PAGO 
THAUANY,34461701000140,UFV JANUARIA II,NORTE,202106,2024,THIAGO ARISTOTELES ,21251066000120,TRANSPORTE COLETIVO,14/08/2025,7750,15/08/2025,05/09/2025,19/08/2025,,,PAGO 
THAUANY,41738810000399,ESTRELA DO NORTE ,NORTE,5616,983410,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",15/08/2025,24957.86,21/08/2025,05/09/2025,21/08/2025,,,PAGO 
THAUANY,34183614000330,MORI MINAS NEWCO III,CENTRO,1661,1983,NOROESTE MOTORES LTDA,30987268000120,MANUTENÇÃO EM MOTORES,15/08/2025,350,21/08/2025,05/09/2025,21/08/2025,,,PAGO 
NAUANY,41.738.810/0003-99,INDAIABIRA,NORTE,005695,143,IZAEL ALVES DOS SANTOS ,25.305.490/0001-65,ABASTECIMENTO ÁGUA POTÁVEL,15/08/2025,1800,15/08/2025,05/09/2025,22/08/2025,28/08/2025,,FINANCEIRO
NAUANY,41.738.810/0012-80 ,DIVINOPOLIS 1,SUL,005637,1816546,ESMALTEC S.A,02.948.030/0002-30,COMPRA DE BEBEDOURO,15/08/2025,689,24/07/2025,15/09/2025,18/08/2025,,,FINANCEIRO
THAUANY,34181977000336,MORI MINAS NEWCO I ,NORTE,1649,555,SEBASTIÃO BISTENI DE ALKMIM,62490400649,SERVIÇOS DE TRANSPORTE ,15/08/2025,400,25/08/2025,15/09/2025,29/08/2025,,,PAGO 
THAUANY,4173881000061,ESTRELA DO NORTE GERAÇÃO SPE,NORTE,5703,7697,PONTO ELETRICO DAS BATERIAS,9656546000170,COMPRA DE MATERIAIS ELETRICOS ,16/08/2025,1975,19/08/2025,15/09/2025,25/08/2025,,,PAGO 
THAUANY,20589037000104,FCR VII USINA DE ENERGIA ,NORTE,254,154014494,COPASA ,17.281.106/0001-03 ,ABASTECIMENTO DE AGUA ,17/08/2025,42.75,18/08/2025,25/08/2025,20/08/2025,,,PAGO 
NAUANY,36.577.901/0004-30,LAGOA ,TRIANGULO,000681,810,MG GUINDASTES E LOCACAO,12.464.432/0001-32,LOCAÇÃO DE GUINDASTE,18/08/2025,2100,20/08/2025,05/09/2025,22/08/2025,27/08/2025,,FINANCEIRO
NAUANY,36.577.901/0005-11,LAGOA GRANDE 3,TRIANGULO,000681,811,MG GUINDASTES E LOCACAO,12.464.432/0001-32,LOCAÇÃO DE GUINDASTE,18/08/2025,2100,20/08/2025,05/09/2025,22/08/2025,27/08/2025,,FINANCEIRO
NAUANY,42.910.475/0012-18,SANTO ANTONIO 1,SUL,005298,643135,LOJA ELETRICA LTDA,17.155.342/0011-55,COMPRA DE NOBREAK,18/08/2025,4939.14,15/08/2025,25/10/2025,20/08/2025,,,FINANCEIRO
NAUANY,42.910.475/0014-80,MUZAMBINHO,SUL,005294,643061,LOJA ELETRICA LTDA,17.155.342/0011-55,COMPRA DE NOBREAK,18/08/2025,4939.14,15/08/2025,25/10/2025,20/08/2025,,,FINANCEIRO
THAUANY,42910475001137,MORI MINAS NEWCO IV,TRIANGULO,5296,643144,LOJA ELETRICA LTDA,17155342001155,COMPRA DE FERRAMENTAS,18/08/2025,4939.14,18/08/2025,05/09/2025,21/08/2025,,,PAGO 
THAUANY,42385610000605,MORI GERAÇÃO II,NORTE,4557,172,DEDELIM LTDA ,46744148000131,SERVIÇO DE DESENTUPIMENTO,18/08/2025,800,21/08/2025,05/09/2025,21/08/2025,,,PAGO 
THAUANY,3411573000252,UFV RAJADA ENERGIA ,CENTRO,198,4301,SUPERNUNES MERCADINHO LTDA ,11157872000184,COMPRA SUPERMECADO,18/08/2025,315.7,27/08/2025,15/09/2025,01/09/2025,,,PAGO 
NAUANY,34.182.074/0003-70,BOCAIUVA 3,CENTRO,001477,55673,HOLD TRANSPORTE PESADO ,24.052.966/0001-30,TRANSPORTE DE MOTOR,19/08/2025,5950,19/08/2025,05/10/2025,25/08/2025,,,FINANCEIRO
NAUANY,34.182.074/0003-70,BOCAIUVA 3,CENTRO,001477,55654,HOLD TRANSPORTE PESADO ,24.052.966/0001-30,TRANSPORTE DE MOTOR,19/08/2025,5950,19/08/2025,05/10/2025,25/08/2025,,,FINANCEIRO
NAUANY,34.461.701/0001-40,JANUARIA 2,NORTE,202103,4972,ELETRO EPI,05.021.211/0001-24,COMPRA: VENTILADOR / FONTE / RELE,19/08/2025,1777.71,24/07/2025,15/10/2025,25/08/2025,,,FINANCEIRO
NAUANY,34.181.977/0003-36,MANGA 1,NORTE,001613,4975,ELETRO EPI,05.021.211/0001-24,COMPRA: TERMINAL / RFLETOR / RELE,19/08/2025,3499.08,24/07/2025,15/10/2025,25/08/2025,,,FINANCEIRO
NAUANY,31.549.360/0001-70,MANGA,NORTE,000407,4974,ELETRO EPI,05.021.211/0001-24,COMPRA: VENTILADOR / FONTE / LAMPADA,19/08/2025,15497.13,24/07/2025,15/10/2025,25/08/2025,,,FINANCEIRO
NAUANY,33.877.251/0001-08,PORTEIRINHA,NORTE,383981,4978,ELETRO EPI,05.021.211/0001-24,COMPRA: VENTILADOR / FONTE / BOMBA ,19/08/2025,11877.14,24/07/2025,15/10/2025,25/08/2025,,,FINANCEIRO
NAUANY,34.445.950/0001-41,MATO VERDE,NORTE,000428,4976,ELETRO EPI,05.021.211/0001-24,COMPRA: VENTILADOR / FONTE / RELE,19/08/2025,3179.27,24/07/2025,15/10/2025,25/08/2025,,,FINANCEIRO
NAUANY,35.700.257/0001-30,NANUQUE,NORTE,000372,4977,ELETRO EPI,05.021.211/0001-24,COMPRA: BOMBA / FONTE / REFLETOR,19/08/2025,1977.15,24/07/2025,15/10/2025,25/08/2025,,,FINANCEIRO
NAUANY,34.444.137/0001-57,PORTEIRINHA 2,NORTE,000413,4979,ELETRO EPI,05.021.211/0001-24,COMPRA: VENTILADOR / FONTE / BOMBA ,19/08/2025,5035.68,24/07/2025,15/10/2025,25/08/2025,,,FINANCEIRO
NAUANY,34.313.777/0001-28,SALINAS,NORTE,000090,4980,ELETRO EPI,05.021.211/0001-24,COMPRA: FUSIVEL / GRELHA / FITA ISOLANTE,19/08/2025,2475,24/07/2025,15/10/2025,25/08/2025,,,FINANCEIRO
NAUANY,42.385.610/0006-05,PARACATU 8,TRIANGULO,004565,119,HARLEY DE MELO OLIVEIRA,56.129.360/0001-42,TRANSPORTE DE AGUA,19/08/2025,700,22/08/2025,15/09/2025,28/08/2025,,,FINANCEIRO
NAUANY,42.385.610/0004-43,LAGOA FORMOSA,TRIANGULO,004559,2832,HIPO MAQUI SERVIÇOS LTDA, 15.089.536/0001-00,LOCAÇÃO CAMINHÃO PIPA,20/08/2025,750,21/08/2025,15/09/2025,28/08/2025,,,FINANCEIRO
NAUANY,42.911.546/0006-59,CAMPO BELO 2,SUL,003271,15374,ELECTRON DO BRASIL TECNOLOGIA ,07.643.915/0001-64,COMPRA: RELE DE PROTEÇÃO TERMICA,20/08/2025,6239.6,11/08/2025,15/09/2025,25/08/2025,,,FINANCEIRO
NAUANY,42.910.475/0005-99,CASSIA 1,SUL,005282,15375,ELECTRON DO BRASIL TECNOLOGIA ,07.643.915/0001-64,COMPRA: RELE DE PROTEÇÃO TERMICA,20/08/2025,6239.6,11/08/2025,15/09/2025,22/08/2025,,,FINANCEIRO
NAUANY,42.910.475/0004-08,SÃO SEBASTIAO DO OESTE 1,SUL,005211,1819356,ESMALTEC S.A,02.948.030/0002-30,COMPRA DE BEBEDOURO,23/08/2025,689,24/07/2025,15/09/2025,25/08/2025,,,FINANCEIRO
THAUANY,34181977000760,UFV Corinto 1,CENTRO,413,160886112,COPASA ,17.281.106/0001-03 ,ABASTECIMENTO DE AGUA ,24/08/2025,61.95,25/08/2025,25/08/2025,27/08/2025,,,PAGO 
NAUANY,42.385.610/0006-05,PARACATU 8,TRIANGULO,004583,176,DEDELIM LTDA,46.744.148/0001-31,SERVIÇO: LIMPAZEZA CAIXA DAGUA,01/09/2025,950,02/09/2025,25/09/2025,09/08/2025,,,FINANCEIRO
NAUANY,41.738.810/0022-51,PARACATU 2,TRIANGULO,005795,121,HARLEY DE MELO OLIVEIRA,56.129.360/0001-42,TRANSPORTE DE AGUA,01/09/2025,1300,05/09/2025,25/09/2025,09/08/2025,,,FINANCEIRO
NAUANY,34.183.614/0003-30,PARACATU 3,TRIANGULO,001687,122,HARLEY DE MELO OLIVEIRA,56.129.360/0001-42,TRANSPORTE DE AGUA,01/09/2025,1300,05/09/2025,25/09/2025,09/08/2025,,,FINANCEIRO
NAUANY,34.182.074/0006-12,PARACATU 5,TRIANGULO,001497,125,HARLEY DE MELO OLIVEIRA,56.129.360/0001-42,TRANSPORTE DE AGUA,01/09/2025,700,05/09/2025,25/09/2025,09/08/2025,,,FINANCEIRO
NAUANY,34.181.977/0004-17,PARACATU 6,TRIANGULO,001665,126,HARLEY DE MELO OLIVEIRA,56.129.360/0001-42,TRANSPORTE DE AGUA,01/09/2025,1300,03/09/2025,25/09/2025,09/08/2025,,,FINANCEIRO
ANDREY,34.182.074/0006-12,PARACATU 06,TRIANGULO,1498,39,CONCEITO AR REFRIGERACAO ,45.995.940/0001-04,LIMPEZA TRIMESTAL DE AR CONDICIONADO,01/09/2025,450,08/09/2025,05/10/2025,08/09/2025,,,FINANCEIRO
ANDREY,33.877.063/0001-80,PARACATU,TRIANGULO,424,40,CONCEITO AR REFRIGERACAO ,45.995.940/0001-04,LIMPEZA TRIMESTAL DE AR CONDICIONADO,01/09/2025,400,08/09/2025,05/10/2025,08/09/2025,,,FINANCEIRO
ANDREY,42.910.475/0016-41,ARCOS 07,SUL,5414,461,ARTEC AR-CONDICIONADO,34.442.900/0001-00,MANUTENÇAÕ PREVENTIVA DE AR CONDICIONADO,01/09/2025,427.5,08/09/2025,05/10/2025,08/09/2025,,,FINANCEIRO
ANDREY,41.738.810/0012-80,DIVINOPOLIS 01,SUL,5798,469,ARTEC AR-CONDICIONADO,34.442.900/0001-00,MANUTENÇAÕ PREVENTIVA DE AR CONDICIONADO,01/09/2025,427.5,08/09/2025,05/10/2025,08/09/2025,,,FINANCEIRO
ANDREY,41.738.810/0014-41,DIVINOPOLIS 03,SUL,5799,471,ARTEC AR-CONDICIONADO,34.442.900/0001-00,MANUTENÇAÕ PREVENTIVA DE AR CONDICIONADO,01/09/2025,427.5,08/09/2025,05/10/2025,08/09/2025,,,FINANCEIRO
ANDREY,41.738.810/0018-75,PAINS 03,SUL,5800,465,ARTEC AR-CONDICIONADO,34.442.900/0001-00,MANUTENÇAÕ PREVENTIVA DE AR CONDICIONADO,01/09/2025,427.5,08/09/2025,05/10/2025,09/09/2025,,,FINANCEIRO
ANDREY,41.738.810/0004-70,PEDRA DO INDIA 01,SUL,5801,466,ARTEC AR-CONDICIONADO,34.442.900/0001-00,MANUTENÇAÕ PREVENTIVA DE AR CONDICIONADO,01/09/2025,427.5,08/09/2025,05/10/2025,09/09/2025,,,FINANCEIRO
ANDREY,41.738.810/0013-60,PEDRA DO INDIA 03,SUL,5802,467,ARTEC AR-CONDICIONADO,34.442.900/0001-00,MANUTENÇAÕ PREVENTIVA DE AR CONDICIONADO,01/09/2025,427.5,08/09/2025,05/10/2025,09/09/2025,,,FINANCEIRO
ANDREY,41.738.810/0011-07,PEDRA DO INDIA 05,SUL,5804,468,ARTEC AR-CONDICIONADO,34.442.900/0001-00,MANUTENÇAÕ PREVENTIVA DE AR CONDICIONADO,01/09/2025,427.5,08/09/2025,05/10/2025,09/09/2025,,,FINANCEIRO
ANDREY,41.738.810/0010-18,SÃO SEBASTIÃO DO OSTE ,SUL,5812,473,ARTEC AR-CONDICIONADO,34.442.900/0001-00,MANUTENÇAÕ PREVENTIVA DE AR CONDICIONADO,01/09/2025,427.5,09/09/2025,05/10/2025,09/09/2025,,,FINANCEIRO
ANDREY,42.910.475/0004-08,SÃO SEBASTIÃO DO OSTE 01,SUL,5418,460,ARTEC AR-CONDICIONADO,34.442.900/0001-00,MANUTENÇAÕ PREVENTIVA DE AR CONDICIONADO,01/09/2025,427.5,09/09/2025,05/10/2025,09/09/2025,,,FINANCEIRO
ANDREY,42.911.546/0009-00,SÃO SEBASTIÃO DO OSTE 03,SUL,3351,463,ARTEC AR-CONDICIONADO,34.442.900/0001-00,MANUTENÇAÕ PREVENTIVA DE AR CONDICIONADO,01/09/2025,427.5,09/09/2025,05/10/2025,10/09/2025,,,FINANCEIRO
ANDREY,42.910.475/0003-27,SÃO SEBASTIÃO DO OSTE 04,SUL,5419,462,ARTEC AR-CONDICIONADO,34.442.900/0001-00,MANUTENÇAÕ PREVENTIVA DE AR CONDICIONADO,01/09/2025,427.5,09/09/2025,05/10/2025,10/09/2025,,,FINANCEIRO
ANDREY,42.911.546/0002-25,SÃO SEBASTIÃO DO OSTE 05,SUL,3352,464,ARTEC AR-CONDICIONADO,34.442.900/0001-00,MANUTENÇAÕ PREVENTIVA DE AR CONDICIONADO,01/09/2025,427.5,09/09/2025,05/10/2025,10/09/2025,,,FINANCEIRO
THAUANY,34183614000330,MORI MINAS NEWCO III,TRIANGULO,1680,254,LAVA JATO BOB ESPONJA ,51998768000137,SERVICO DE LAVA JATO,01/09/2025,1440,03/09/2025,25/09/2025,08/09/2025,,,PAGO 
NAUANY,42.385.610/0006-05,PARACATU 7,TRIANGULO,004584,14629,CASA E LIMPEZA ,14.286.722/0001-69,COMPRA SUPERMERCADO,02/09/2025,1070.5,03/09/2025,25/09/2025,09/08/2025,,,FINANCEIRO
NAUANY,34.183.614/0003-30,PARACATU 8,TRIANGULO,001678,14630,CASA E LIMPEZA ,14.286.722/0001-69,COMPRA SUPERMERCADO,02/09/2025,287.4,03/09/2025,25/09/2025,09/08/2025,,,FINANCEIRO
ANDREY,34.181.977/0004-17,PARACATU 01,TRIANGULO,1662,762,RONDAS PORTEIROS,42.044.355/0001-22,SERVIÇO DE VIGILANCIA,02/09/2025,1865.62,04/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,34.182.074/0006-12,PARACATU 06,TRIANGULO,1492,763,RONDAS PORTEIROS,42.044.355/0001-22,SERVIÇO DE VIGILANCIA,02/09/2025,1865.62,04/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,34.183.614/0003-30,PARACATU 02,TRIANGULO,1681,764,RONDAS PORTEIROS,42.044.355/0001-22,SERVIÇO DE VIGILANCIA,02/09/2025,1865.62,04/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,34.183.614/0007-63,PARACATU 03,TRIANGULO,1682,765,RONDAS PORTEIROS,42.044.355/0001-22,SERVIÇO DE VIGILANCIA,02/09/2025,1865.62,04/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,33.877.063/0001-80 ,PARACATU ,TRIANGULO,422,766,RONDAS PORTEIROS,42.044.355/0001-22,SERVIÇO DE VIGILANCIA,02/09/2025,18229.12,04/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,33.877.063/0001-80,PARACATU ,TRIANGULO,423,767,RONDAS PORTEIROS,42.044.355/0001-22,SERVIÇO DE VIGILANCIA,02/09/2025,19531.2,04/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,41.738.810/0023-32,PARACATU 04,TRIANGULO,5788,768,RONDAS PORTEIROS,42.044.355/0001-22,SERVIÇO DE VIGILANCIA,02/09/2025,19965.24,04/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,41.738.810/0023-32,PARACATU 04,TRIANGULO,5789,769,RONDAS PORTEIROS,42.044.355/0001-22,SERVIÇO DE VIGILANCIA,02/09/2025,19965.24,04/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,41.738.810/0022-51,PARACATU 05,TRIANGULO,5790,770,RONDAS PORTEIROS,42.044.355/0001-22,SERVIÇO DE VIGILANCIA,02/09/2025,19965.24,04/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,41.738.810/0022-51,PARACATU 05,TRIANGULO,5791,771,RONDAS PORTEIROS,42.044.355/0001-22,SERVIÇO DE VIGILANCIA,02/09/2025,19965.24,04/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,34.181.977/0004-17,PARACATU 01,TRIANGULO,1663,772,RONDAS PORTEIROS,42.044.355/0001-22,SERVIÇO DE VIGILANCIA,02/09/2025,19328.06,04/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,34.181.977/0004-17,PARACATU 01,TRIANGULO,1664,773,RONDAS PORTEIROS,42.044.355/0001-22,SERVIÇO DE VIGILANCIA,02/09/2025,20708.64,04/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,34.183.614/0003-30,PARACATU 02,TRIANGULO,1683,774,RONDAS PORTEIROS,42.044.355/0001-22,SERVIÇO DE VIGILANCIA,02/09/2025,19328.06,04/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,34.183.614/0003-30,PARACATU 02,TRIANGULO,1684,775,RONDAS PORTEIROS,42.044.355/0001-22,SERVIÇO DE VIGILANCIA,02/09/2025,20708.64,04/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,34.183.614/0007-63,PARACATU 03,TRIANGULO,1685,776,RONDAS PORTEIROS,42.044.355/0001-22,SERVIÇO DE VIGILANCIA,02/09/2025,19328.06,04/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,34.183.614/0007-63,PARACATU 03,TRIANGULO,1686,777,RONDAS PORTEIROS,42.044.355/0001-22,SERVIÇO DE VIGILANCIA,02/09/2025,20708.64,04/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,34.182.074/0006-12,PARACATU 06,TRIANGULO,1493,778,RONDAS PORTEIROS,42.044.355/0001-22,SERVIÇO DE VIGILANCIA,02/09/2025,19162.45,04/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,34.182.074/0006-12,PARACATU 06,TRIANGULO,1494,779,RONDAS PORTEIROS,42.044.355/0001-22,SERVIÇO DE VIGILANCIA,02/09/2025,20531.2,04/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,42.385.610/0006-05,PARACATU 08,TRIANGULO,4589,780,RONDAS PORTEIROS,42.044.355/0001-22,SERVIÇO DE VIGILANCIA,02/09/2025,33035.24,04/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,42.385.610/0006-05,PARACATU 08,TRIANGULO,4590,781,RONDAS PORTEIROS,42.044.355/0001-22,SERVIÇO DE VIGILANCIA,02/09/2025,35394.9,04/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,42.911.546/0010-35,ALFANAS 04,SUL,3330,798,ATENAS CONSTRUTORA,03.378.423/0001-38,SERVIÇODE SUBISTITUIÇÃO DE FUSIVEL ,02/09/2025,2300,05/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,34.182.074/0003-70,BOCAIUVA 03,CENTRO,1495,10499,ANTONIO GOMES ,03.334.779/0001-70,COMPRA DE LIMPA CONTATO E ROLAMENTO ,02/09/2025,549,05/09/2025,25/09/2025,10/09/2025,,,FINANCEIRO
ANDREY,34.182.074/0003-70,BOCAIUVA 03,CENTRO,1496,10500,ANTONIO GOMES ,03.334.779/0001-70,"COMPRA DE LIMPA CONTATO,ROLAMENTO E TORNEIRA",02/09/2025,492.6,05/09/2025,25/09/2025,10/09/2025,,,FINANCEIRO
THAUANY,34183614000330,MORI MINAS NEWCO III,TRIANGULO,1679,14630,TRADIÇÃO PANIFICADORA ,22150589000147,"COMPRA : CAFE, AÇUCAR, DISCOITO",02/09/2025,287.4,03/09/2025,25/09/2025,08/09/2025,,,PAGO 
THAUANY,42385610000605,MORI GERAÇÃO II,TRIANGULO,4585,14629,TRADIÇÃO PANIFICADORA ,22150589000147,"COMPRA : CAFE, AÇUCAR, DISCOITO",02/09/2025,1070.5,03/09/2025,25/09/2025,08/09/2025,,,PAGO 
THAUANY,34183614000330,MORI MINAS NEWCO III,TRIANGULO,1679,14630,CASA E LIMPEZA ,14286722000169,PRODUTOS DE LIMPEZA,02/09/2025,287.4,03/09/2025,25/09/2025,08/09/2025,,,PAGO 
THAUANY,42385610000605,MORI MINAS NEWCO II,TRIANGULO,4585,14629,CASA E LIMPEZA ,14286722000169,PRODUTOS DE LIMPEZA,02/09/2025,1070.5,03/09/2025,25/09/2025,08/09/2025,,,PAGO 
